"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT13","WT16","WT17","WT18","WT19","WT22"
"USW00003936","MANHATTAN ASOS, KS US","1998-07-02","5.59"," 1018"," 1019","0.00",,,,"83","96","70",,"  210","  210","14.1","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-03","5.37"," 0812"," 2321","0.00",,,,"84","96","72",,"  220","  210","11.0","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-04","7.38"," 1944"," 1944","0.00",,,,"84","96","72",,"  160","  160","15.0","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-05","7.16"," 1744"," 1424","0.00",,,,"85","96","74",,"  180","  190","15.0","21.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-06","6.93"," 2216"," 2215","0.00",,,,"86","99","73",,"   20","   20","31.1","40.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-07","5.37"," 0407"," 2355","0.26",,,,"82","91","72",,"  110","   60","15.0","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-08","2.68"," 1128"," 1112","0.01",,,,"80","90","70",,"   70","   70","15.0","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-09","2.91"," 0646"," 0644","0.20",,,,"80","89","71",,"  230","  230","15.0","21.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-10","5.14"," 0401"," 0401","0.56",,,,"79","88","69",,"  310","  300","23.0","30.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-11","5.82"," 1242"," 1243","0.00",,,,"76","80","72",,"   60","   70","14.1","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-12","2.68"," 1435"," 1432","0.00",,,,"80","88","71",,"  110","  110","8.9","11.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-13","3.58"," 1527"," 1525","0.00",,,,"81","91","70",,"   90","   90","13.0","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-14","4.70"," 1445"," 1414","0.00",,,,"81","93","69",,"  170","  180","14.1","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-15","5.59"," 1000"," 1001","0.64",,,,"78","87","69",,"  150","  150","19.9","23.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-16","1.79"," 1619"," 1618","0.00",,,,"78","91","65",,"  180","  180","8.9","10.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-17","6.49"," 1240"," 1239","0.01",,,,"81","95","66",,"  220","  220","14.1","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-18","6.71"," 2131"," 2130","0.00",,,,"82","100","63",,"  190","  190","14.1","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-19","8.05"," 1028"," 1027","0.00",,,"0.0","89","102","75",,"  210","  220","16.1","21.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-20","9.84"," 1309"," 1308","0.00",,,,"88","103","73",,"  200","  210","21.9","29.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-21","10.07"," 1638"," 1622","0.00",,,,"89","102","75",,"  170","  170","17.9","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-22","5.59"," 0400"," 0400","1.37",,,,"77","82","72",,"   10","   20","23.0","28.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-23","4.03"," 0056"," 0055","1.48",,,,"75","79","70",,"  180","  190","10.1","11.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-24","6.93"," 2200"," 2158","0.09",,,,"72","76","68",,"   80","   90","11.0","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-25","8.05"," 2044"," 2126","0.38",,,,"69","73","65",,"   80","   90","16.1","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-26","7.61"," 0330"," 0327","1.54",,,,"72","78","65",,"   80","   80","16.1","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-27","1.79"," 0730"," 0728","0.00",,,,"74","82","66",,"  360","   20","8.9","13.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-28","2.91"," 1404"," 1419","0.01",,,,"75","86","64",,"  210","  210","14.1","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-29","5.59"," 2328"," 2328","0.92",,,,"78","86","70",,"   60","   70","14.1","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-30","7.61"," 1809"," 1320","1.36",,,,"70","76","64",,"   50","   50","16.1","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-07-31","6.71"," 1029"," 1028","0.03",,,,"69","75","63",,"   60","   70","16.1","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-01","7.83"," 1557"," 1127","0.00",,,,"74","82","65",,"  110","  160","14.1","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-02","6.49"," 0315"," 0239","0.54",,,,"78","86","69",,"  260","  110","16.1","21.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-03","3.58"," 0143"," 0142","0.22",,,,"76","87","64",,"  250","  280","25.1","30.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-04","5.14"," 1331"," 1523","0.00",,,,"73","81","64",,"  260","  280","13.0","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-05","4.70"," 1558"," 1558","0.00",,,,"73","79","66",,"   10","   10","14.1","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-06","4.70"," 1124"," 1123","0.00",,,,"71","79","62",,"  360","  360","13.0","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-07","4.03"," 1402"," 1401","0.71",,,,"72","81","63",,"  320","  330","15.0","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-08","4.70"," 1514"," 1643","0.00",,,,"75","89","60",,"  160","  140","14.1","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-09","6.04"," 1238"," 1329","0.00",,,,"78","87","68",,"  170","  180","16.1","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-10","2.91"," 1759"," 1759","0.12",,,,"78","90","66",,"  290","  290","11.0","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-11","4.92"," 1702"," 1702","0.00",,,,"73","83","62",,"   90","   90","11.0","14.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-12","1.79"," 1341"," 1110","0.01",,,,"71","83","59",,"   80","   90","10.1","13.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-13","2.24"," 1614"," 1459","0.00",,,,"73","84","62",,"   80","   70","10.1","13.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-14","0.89"," 1456"," 1642","0.01",,,,"74","86","62",,"  220","  120","6.9","8.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-15","3.80"," 1201"," 1215","0.00",,,,"75","88","61",,"  210","  220","13.0","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-16","8.50"," 2114"," 2134","0.00",,,,"80","93","67",,"  160","  180","16.1","21.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-17","9.17"," 0918"," 0858","0.00",,,,"87","99","74",,"  220","  220","17.9","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-18","4.70"," 1412"," 1412","0.00",,,,"82","98","66",,"  210","  200","14.1","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-19","3.80"," 1310"," 1310","0.00",,,,"82","97","66",,"  170","  180","14.1","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-20","3.13"," 1719"," 1544","0.00",,,,"83","97","69",,"  130","  120","10.1","14.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-21","4.47"," 1329"," 1328","0.00",,,,"82","94","70",,"  160","  160","14.1","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-22","5.14"," 1412"," 1545","0.00",,,,"80","97","62",,"  210","  220","15.0","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-23","10.07"," 1102"," 1101","0.00",,,,"85","101","69",,"  220","  220","17.9","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-24","8.95"," 1256"," 1317","0.00",,,,"85","101","68",,"  210","  210","23.0","28.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-25","8.50"," 1201"," 1058","0.00",,,,"80","89","70",,"   70","   40","16.1","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-26","8.05"," 1535"," 1543","0.32",,,,"74","79","68",,"   50","   50","19.9","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-27","7.61"," 1544"," 1542","0.65",,,,"85","99","71",,"  240","  260","32.0","46.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-28","3.80"," 1328"," 1055","0.01",,,,"75","87","63",,"   30","  340","16.1","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-29","3.36"," 1301"," 1257","0.00",,,,"75","92","58",,"  230","  210","13.0","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-30","1.79"," 0819"," 2215","0.01",,,,"77","94","60",,"  210","  210","10.1","11.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-08-31","1.79"," 1725"," 1731","0.00",,,,"77","92","62",,"   80","   70","8.1","8.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-01","4.92"," 0818"," 0820","0.00",,,,"70","80","60",,"   90","   90","17.9","21.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-02","2.46"," 1540"," 2228","0.01",,,,"74","88","60",,"  220","  180","11.0","14.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-03","3.80"," 1405"," 1143","0.00",,,,"80","98","61",,"  220","  230","13.0","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-04","4.70"," 1424"," 1324","0.00",,,,"77","93","60",,"   40","   50","14.1","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-05","3.58"," 0941"," 1308","0.01",,,,"82","95","68",,"  170","  100","8.9","10.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-06","2.91"," 1607"," 1604","0.00",,,,"83","101","64",,"  170","  180","11.0","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-07","6.93"," 1659"," 1546","0.00",,,,"75","86","64",,"   40","   40","17.0","21.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-08","7.83"," 1325"," 1633","0.00",,,,"70","81","58",,"   70","  100","16.1","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-09","6.26"," 0909"," 0918","0.00",,,,"70","85","54",,"  150","  160","16.1","21.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-10","6.93"," 0946"," 1538","0.00",,,,"75","90","59",,"  210","  150","16.1","21.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-11","3.36"," 1621"," 1612","0.00",,,,"70","93","47",,"  170","  180","13.0","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-12","3.58"," 1525"," 1518","0.00",,,,"76","93","59",,"  170","  170","15.0","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-13","5.59"," 1625"," 1645","0.01",,,,"69","77","61",,"   90","  100","15.0","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-14","4.92"," 1931"," 1929","0.08",,,,"76","88","64",,"  360","  350","15.0","21.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-15","3.58"," 1708"," 1223","0.00",,,,"72","83","60",,"   30","   30","11.0","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-16","2.46"," 1717"," 1714","0.01",,,,"72","86","58",,"  100","  110","15.0","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-17","2.91"," 1347"," 1346","0.00",,,,"74","88","60",,"   60","   70","10.1","13.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-18","2.46"," 1701"," 1008","0.01",,,,"76","90","61",,"   80","  230","10.1","14.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-19","12.30"," 2132"," 2119","0.02",,,,"80","96","64",,"  180","  170","21.9","28.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-20","12.53"," 1848"," 1848","1.42",,,,"73","81","65",,"   50","   60","21.9","30.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-21",,,,"0.95",,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-22","8.05"," 0410"," 0410","0.00",,,,"60","69","50",,"   40","   40","16.1","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-23","5.37"," 1502"," 1456","0.02",,,,"63","78","47",,"  160","  170","15.0","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-24","4.92"," 0601"," 1635","0.17",,,,"71","76","65",,"  240","   90","11.0","14.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-25","14.32"," 2306"," 2240","0.01",,,,"80","93","66",,"  190","  180","25.1","34.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-26","17.00"," 1121"," 1120","0.00",,,,"83","90","75",,"  220","  220","29.1","34.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-27","8.05"," 1605"," 1544","0.00",,,,"76","83","68",,"   60","   60","17.0","21.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-28","3.58"," 0111"," 1521","0.00",,,,"78","90","65",,"   60","  210","11.0","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-09-29","5.14"," 2045"," 2045","1.36",,,,"72","80","64",,"  300","  310","15.0","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-01","11.41"," 0428"," 0427","0.70",,,,"55","60","50",,"   60","   50","21.0","25.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-02","8.05"," 0036"," 0035","0.30",,,,"53","56","50",,"   80","   80","17.0","21.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-03","6.04"," 2300"," 2141","0.01",,,,"55","56","53",,"   60","   60","13.0","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-04","10.51"," 1339"," 1339","1.26",,,,"61","67","54",,"  120","  130","28.0","36.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-05","3.80"," 1521"," 1418","0.00",,,,"53","61","45",,"  250","  270","11.0","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-06","4.92"," 1316"," 1336","0.00",,,,"53","67","39",,"  290","  280","15.0","21.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-07","2.91"," 1343"," 1313","0.01",,,,"53","68","37",,"  360","  290","13.0","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-08","2.68"," 1555"," 1608","0.00",,,,"53","71","35",,"  140","  160","11.0","13.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-09","6.49"," 1459"," 1458","0.00",,,,"60","76","43",,"  170","  160","17.0","21.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-10","7.61"," 1542"," 1235","0.00",,,,"63","78","48",,"  180","  170","17.9","23.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-11","6.49"," 1117"," 1058","0.00",,,,"62","74","49",,"  190","  210","17.9","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-12","1.57"," 1313"," 1312","0.00",,,,"54","69","39",,"   50","   50","10.1","13.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-13","2.68"," 1607"," 1409","0.00",,,,"56","74","38",,"  160","  150","11.0","14.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-14","10.29"," 1330"," 1305","0.05",,,,"68","81","54",,"  180","  170","23.9","31.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-15","15.88"," 1546"," 1312","0.00",,,,"73","82","63",,"  180","  180","31.1","38.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-16","16.11"," 1338"," 1336","0.28",,,,"71","74","67",,"  170","  180","29.1","36.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-17","9.40"," 0403"," 0400","1.47",,,,"61","74","47",,"  210","  220","28.0","36.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-18","2.68"," 1423"," 1318","0.00",,,,"53","66","40",,"  250","  250","11.0","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-19","2.24"," 1112"," 1439","0.00",,,,"53","69","37",,"   70","   60","10.1","13.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-20","3.36"," 1442"," 1441","0.01",,,,"56","72","40",,"  220","  220","16.1","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-21","5.14"," 1400"," 1231","0.00",,,,"51","65","37",,"   30","   30","16.1","21.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-22","2.91"," 1445"," 1210","0.00",,,,"51","68","33",,"  180","  250","10.1","14.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-23","6.71"," 1218"," 1526","0.00",,,,"52","68","36",,"  200","  180","19.9","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-24","9.40"," 1556"," 1445","0.05",,,,"59","70","47",,"  180","  190","19.9","25.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-25","2.24"," 0946"," 1457","0.00",,,,"57","74","40",,"  230","  180","11.0","14.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-26","8.28"," 1531"," 1530","0.01",,,,"64","78","49",,"  190","  180","21.9","29.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-27","9.84"," 0957"," 1605","0.00",,,,"80","101","58",,"  220","  220","19.9","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-28","12.08"," 1345"," 1530","0.01",,,,"65","73","57",,"  180","  170","23.9","29.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-29","5.82"," 1501"," 1442","0.00",,,,"60","74","45",,"  260","  280","15.0","21.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-30","5.59"," 2158"," 2158","0.01",,,,"52","66","38",,"   30","   30","14.1","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-10-31","12.97"," 2016"," 2244","1.16",,,,"50","53","46",,"   70","   40","17.9","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-01","17.22"," 1535"," 1713","2.47",,,,"51","55","47",,"   60","   60","25.9","32.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-02","14.32"," 0311"," 0310","0.35",,,,"51","55","46",,"   60","   70","21.9","28.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-03","10.51"," 0821"," 0820","0.07",,,,"42","46","38",,"   30","   20","16.1","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-04","5.82"," 0043"," 0041","0.06",,,,"39","41","37",,"   40","   40","13.0","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-05","1.79"," 1427"," 1425","0.00",,,,"38","42","34",,"  300","  310","6.9","8.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-06","7.16"," 2010"," 2009","0.02",,,,"42","45","39",,"  120","  130","15.0","17.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-07","6.93"," 0243"," 0933","0.49",,,,"42","44","39",,"  110","  130","14.1","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-08","5.59"," 2348"," 2348","0.06",,,,"45","48","42",,"  150","  150","13.0","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-09","12.97"," 2214"," 2213","0.26",,,,"53","60","46",,"  230","  230","23.9","30.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-10","14.99"," 0011"," 1000","0.00",,,,"40","47","32",,"  230","  250","32.0","40.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-11","7.83"," 1509"," 1508","0.00",,,,"42","58","26",,"  170","  170","19.9","23.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-12","3.36"," 0242"," 0241","0.00",,,,"45","56","34",,"  190","  180","14.1","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-13","4.70"," 1511"," 1346","0.00",,,,"44","60","28",,"  220","  220","15.0","21.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-14","6.26"," 1530"," 1412","0.00",,,,"53","71","34",,"   20","   20","16.1","21.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-15","8.28"," 1608"," 1538","0.00",,,,"47","64","29",,"  190","  180","21.0","25.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-16","3.13"," 0208"," 0019","0.00",,,,"50","65","35",,"  220","  210","13.0","17.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-17","5.82"," 2335"," 2328","0.00",,,,"49","66","31",,"  170","  190","17.0","23.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-18","12.08"," 0930"," 0925","0.00",,,,"51","69","33",,"  230","  240","29.1","36.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-19","3.58"," 1002"," 1057","0.00",,,,"36","45","26",,"  340","  350","11.0","14.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-20","2.46"," 1423"," 1328","0.00",,,,"39","54","24",,"   20","   20","8.1","13.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-21","11.41"," 1314"," 1313","0.00",,,,"44","61","26",,"  210","  220","29.1","36.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-22","13.42"," 1325"," 1324","0.00",,,,"56","67","45",,"  190","  180","25.9","34.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-23","2.46"," 0942"," 0942","0.00",,,,"46","61","30",,"   20","   10","14.1","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-24","8.28"," 1303"," 1519","0.00",,,,"47","67","26",,"  180","  180","28.0","34.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-25","3.36"," 1219"," 1412","0.00",,,,"49","65","32",,"   10","  280","11.0","16.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-26","5.14"," 1244"," 1243","0.00",,,,"49","69","29",,"  250","  260","16.1","19.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-27","4.25"," 1408"," 1510","0.00",,,,"53","73","33",,"  190","  190","17.9","21.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-28","10.29"," 1408"," 1541","0.00",,,,"55","70","39",,"  190","  190","23.0","29.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-29","15.21"," 1314"," 1411","0.09",,,,"63","71","54",,"  210","  210","30.0","38.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-11-30","3.80"," 0955"," 1314","0.03",,,,"46","58","33",,"  360","  310","13.0","15.0",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-12-01","9.40"," 1525"," 1423","0.00",,,,"51","70","32",,"  200","  210","25.1","31.1",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-12-02","11.18"," 1017"," 1015","0.00",,,,"57","65","48",,"  210","  210","21.0","25.9",,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1998-12-03","6.71"," 1542"," 1542","0.01",,,,"58","69","46",,"  220","  210","19.9","23.9",,,,,,,,,,,,,,,,
